Ref,Rank,Player_ref,Player,Player Image Link,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format,Category
lrODIsBowlers2023_158,158,p00058,firstname lastname lrODIs Bowlers58,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,t002,Turkey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,31,55.83,2024,February,ODIs,Bowlers
lrODIsBowlers2023_159,159,p00059,firstname lastname lrODIs Bowlers59,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,t003,Czech Republic,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,46,55.27,2024,February,ODIs,Bowlers
lrODIsBowlers2023_160,160,p00060,firstname lastname lrODIs Bowlers60,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,t004,Argentina,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,44,54.72,2024,February,ODIs,Bowlers
lrODIsBowlers2023_161,161,p00061,firstname lastname lrODIs Bowlers61,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,t005,Brazil,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,44,54.17,2024,February,ODIs,Bowlers
lrODIsBowlers2023_162,162,p00062,firstname lastname lrODIs Bowlers62,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,t006,Chile,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,15,53.63,2024,February,ODIs,Bowlers
lrODIsBowlers2023_163,163,p00063,firstname lastname lrODIs Bowlers63,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,t007,Peru,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,26,53.09,2024,February,ODIs,Bowlers
lrODIsBowlers2023_164,164,p00064,firstname lastname lrODIs Bowlers64,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,t008,Bulgaria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,29,52.56,2024,February,ODIs,Bowlers
lrODIsBowlers2023_165,165,p00065,firstname lastname lrODIs Bowlers65,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,t001,Serbia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,21,52.03,2024,February,ODIs,Bowlers
lrODIsBowlers2023_166,166,p00066,firstname lastname lrODIs Bowlers66,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,t002,Greece,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,21,51.51,2024,February,ODIs,Bowlers
lrODIsBowlers2023_167,167,p00067,firstname lastname lrODIs Bowlers67,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,t003,Portugal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,48,51,2024,February,ODIs,Bowlers
lrODIsBowlers2023_168,168,p00068,firstname lastname lrODIs Bowlers68,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,t004,Gibraltar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,46,50.49,2024,February,ODIs,Bowlers
lrODIsBowlers2023_169,169,p00069,firstname lastname lrODIs Bowlers69,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,t005,Malawi,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,10,49.98,2024,February,ODIs,Bowlers
lrODIsBowlers2023_170,170,p00070,firstname lastname lrODIs Bowlers70,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,t006,Mozambique,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,28,49.48,2024,February,ODIs,Bowlers
lrODIsBowlers2023_171,171,p00071,firstname lastname lrODIs Bowlers71,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,t007,Bhutan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,33,48.99,2024,February,ODIs,Bowlers
lrODIsBowlers2023_172,172,p00072,firstname lastname lrODIs Bowlers72,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,t008,Isle of Man,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,49,48.5,2024,February,ODIs,Bowlers
lrODIsBowlers2023_173,173,p00073,firstname lastname lrODIs Bowlers73,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,t001,France,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,32,48.01,2024,February,ODIs,Bowlers
lrODIsBowlers2023_174,174,p00074,firstname lastname lrODIs Bowlers74,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,t002,Sweden,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,18,47.53,2024,February,ODIs,Bowlers
lrODIsBowlers2023_175,175,p00075,firstname lastname lrODIs Bowlers75,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,t003,Rwanda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,36,47.06,2024,February,ODIs,Bowlers
lrODIsBowlers2023_176,176,p00076,firstname lastname lrODIs Bowlers76,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,t004,Hungary,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,33,46.59,2024,February,ODIs,Bowlers
lrODIsBowlers2023_177,177,p00077,firstname lastname lrODIs Bowlers77,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,t005,Cyprus,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,14,46.12,2024,February,ODIs,Bowlers
lrODIsBowlers2023_178,178,p00078,firstname lastname lrODIs Bowlers78,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,t006,Estonia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,46,45.66,2024,February,ODIs,Bowlers
lrODIsBowlers2023_179,179,p00079,firstname lastname lrODIs Bowlers79,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,t007,Lesotho,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,31,45.2,2024,February,ODIs,Bowlers
lrODIsBowlers2023_180,180,p00080,firstname lastname lrODIs Bowlers80,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,t008,Seychelles,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,39,44.75,2024,February,ODIs,Bowlers
lrODIsBowlers2023_181,181,p00081,firstname lastname lrODIs Bowlers81,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,t001,Sierra Leone,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,33,44.3,2024,February,ODIs,Bowlers
lrODIsBowlers2023_182,182,p00082,firstname lastname lrODIs Bowlers82,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,t002,Switzerland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,40,43.86,2024,February,ODIs,Bowlers
lrODIsBowlers2023_183,183,p00083,firstname lastname lrODIs Bowlers83,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,t003,Cameroon,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,39,43.42,2024,February,ODIs,Bowlers
lrODIsBowlers2023_184,184,p00084,firstname lastname lrODIs Bowlers84,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,t004,Bahamas,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,21,42.99,2024,February,ODIs,Bowlers
lrODIsBowlers2023_185,185,p00085,firstname lastname lrODIs Bowlers85,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,t005,Israel,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,35,42.56,2024,February,ODIs,Bowlers
lrODIsBowlers2023_186,186,p00086,firstname lastname lrODIs Bowlers86,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,t006,Croatia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,43,42.13,2024,February,ODIs,Bowlers
lrODIsBowlers2023_187,187,p00087,firstname lastname lrODIs Bowlers87,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,t007,Slovenia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,18,41.71,2024,February,ODIs,Bowlers
lrODIsBowlers2023_188,188,p00088,firstname lastname lrODIs Bowlers88,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,t008,Fiji,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,24,41.29,2024,February,ODIs,Bowlers
lrODIsBowlers2023_189,189,p00089,firstname lastname lrODIs Bowlers89,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,t001,Cook Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,22,40.88,2024,February,ODIs,Bowlers
lrODIsBowlers2023_190,190,p00090,firstname lastname lrODIs Bowlers90,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,t002,Indonesia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,21,40.47,2024,February,ODIs,Bowlers
lrODIsBowlers2023_191,191,p00091,firstname lastname lrODIs Bowlers91,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,t003,Japan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,13,40.07,2024,February,ODIs,Bowlers
lrODIsBowlers2023_192,192,p00092,firstname lastname lrODIs Bowlers92,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t004,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,31,39.67,2024,February,ODIs,Bowlers
lrODIsBowlers2023_193,193,p00093,firstname lastname lrODIs Bowlers93,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t005,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,30,39.27,2024,February,ODIs,Bowlers
lrODIsBowlers2023_194,194,p00094,firstname lastname lrODIs Bowlers94,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t006,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,36,38.88,2024,February,ODIs,Bowlers
lrODIsBowlers2023_195,195,p00095,firstname lastname lrODIs Bowlers95,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,t007,Myanmar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,10,38.49,2024,February,ODIs,Bowlers
lrODIsBowlers2023_196,196,p00096,firstname lastname lrODIs Bowlers96,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,t008,Mongolia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,37,38.1,2024,February,ODIs,Bowlers
lrODIsBowlers2023_197,197,p00097,firstname lastname lrODIs Bowlers97,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t009,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,32,37.72,2024,February,ODIs,Bowlers
lrODIsBowlers2023_198,198,p00098,firstname lastname lrODIs Bowlers98,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t010,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,20,37.35,2024,February,ODIs,Bowlers
lrODIsBowlers2023_199,199,p00099,firstname lastname lrODIs Bowlers99,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t011,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,12,36.97,2024,February,ODIs,Bowlers
lrODIsBowlers2023_200,200,p00100,firstname lastname lrODIs Bowlers100,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t012,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,43,36.6,2024,February,ODIs,Bowlers
lrODIsFielders2023_101,101,p00001,firstname lastname lrODIs Fielders1,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,t001,Australia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,49,99,2024,February,ODIs,Fielders
lrODIsFielders2023_102,102,p00002,firstname lastname lrODIs Fielders2,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,t002,England,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,12,98.01,2024,February,ODIs,Fielders
lrODIsFielders2023_103,103,p00003,firstname lastname lrODIs Fielders3,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,t003,South Africa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,14,97.03,2024,February,ODIs,Fielders
lrODIsFielders2023_104,104,p00004,firstname lastname lrODIs Fielders4,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,t004,West Indies,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,42,96.06,2024,February,ODIs,Fielders
lrODIsFielders2023_105,105,p00005,firstname lastname lrODIs Fielders5,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,t005,New Zealand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,44,95.1,2024,February,ODIs,Fielders
lrODIsFielders2023_106,106,p00006,firstname lastname lrODIs Fielders6,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,t006,India,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,42,94.15,2024,February,ODIs,Fielders
lrODIsFielders2023_107,107,p00007,firstname lastname lrODIs Fielders7,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,t007,Pakistan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,20,93.21,2024,February,ODIs,Fielders
lrODIsFielders2023_108,108,p00008,firstname lastname lrODIs Fielders8,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,t008,Sri Lanka,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,10,92.27,2024,February,ODIs,Fielders
lrODIsFielders2023_109,109,p00009,firstname lastname lrODIs Fielders9,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,t001,Canada,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,33,91.35,2024,February,ODIs,Fielders
lrODIsFielders2023_110,110,p00010,firstname lastname lrODIs Fielders10,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,t002,Zimbabwe,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,36,90.44,2024,February,ODIs,Fielders
lrODIsFielders2023_111,111,p00011,firstname lastname lrODIs Fielders11,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,t003,Bangladesh,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,14,89.53,2024,February,ODIs,Fielders
lrODIsFielders2023_112,112,p00012,firstname lastname lrODIs Fielders12,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,t004,United Arab Emirates,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,43,88.64,2024,February,ODIs,Fielders
lrODIsFielders2023_113,113,p00013,firstname lastname lrODIs Fielders13,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,t005,Netherlands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,16,87.75,2024,February,ODIs,Fielders
lrODIsFielders2023_114,114,p00014,firstname lastname lrODIs Fielders14,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,t006,Kenya,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,41,86.87,2024,February,ODIs,Fielders
lrODIsFielders2023_115,115,p00015,firstname lastname lrODIs Fielders15,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,t007,Scotland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,30,86.01,2024,February,ODIs,Fielders
lrODIsFielders2023_116,116,p00016,firstname lastname lrODIs Fielders16,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,t008,Namibia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,35,85.15,2024,February,ODIs,Fielders
lrODIsFielders2023_117,117,p00017,firstname lastname lrODIs Fielders17,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,t001,Hong Kong,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,13,84.29,2024,February,ODIs,Fielders
lrODIsFielders2023_118,118,p00018,firstname lastname lrODIs Fielders18,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,t002,United States of America,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,18,83.45,2024,February,ODIs,Fielders
lrODIsFielders2023_119,119,p00019,firstname lastname lrODIs Fielders19,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,t003,Bermuda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,12,82.62,2024,February,ODIs,Fielders
lrODIsFielders2023_120,120,p00020,firstname lastname lrODIs Fielders20,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,t004,Ireland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,12,81.79,2024,February,ODIs,Fielders
lrODIsFielders2023_121,121,p00021,firstname lastname lrODIs Fielders21,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,t005,Afghanistan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,12,80.97,2024,February,ODIs,Fielders
lrODIsFielders2023_122,122,p00022,firstname lastname lrODIs Fielders22,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,t006,Nepal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,18,80.16,2024,February,ODIs,Fielders
lrODIsFielders2023_123,123,p00023,firstname lastname lrODIs Fielders23,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,t007,Papua New Guinea,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,33,79.36,2024,February,ODIs,Fielders
lrODIsFielders2023_124,124,p00024,firstname lastname lrODIs Fielders24,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,t008,Oman,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,44,78.57,2024,February,ODIs,Fielders
lrODIsFielders2023_125,125,p00025,firstname lastname lrODIs Fielders25,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,t001,Bahrain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,19,77.78,2024,February,ODIs,Fielders
lrODIsFielders2023_126,126,p00026,firstname lastname lrODIs Fielders26,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,t002,Kuwait,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,49,77,2024,February,ODIs,Fielders
lrODIsFielders2023_127,127,p00027,firstname lastname lrODIs Fielders27,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,t003,Maldives,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,44,76.23,2024,February,ODIs,Fielders
lrODIsFielders2023_128,128,p00028,firstname lastname lrODIs Fielders28,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,t004,Saudi Arabia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,42,75.47,2024,February,ODIs,Fielders
lrODIsFielders2023_129,129,p00029,firstname lastname lrODIs Fielders29,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,t005,Qatar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,16,74.72,2024,February,ODIs,Fielders
lrODIsFielders2023_130,130,p00030,firstname lastname lrODIs Fielders30,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,t006,Philippines,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,49,73.97,2024,February,ODIs,Fielders
lrODIsFielders2023_131,131,p00031,firstname lastname lrODIs Fielders31,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,t007,Vanuatu,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,47,73.23,2024,February,ODIs,Fielders
lrODIsFielders2023_132,132,p00032,firstname lastname lrODIs Fielders32,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,t008,Malta,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,20,72.5,2024,February,ODIs,Fielders
lrODIsFielders2023_133,133,p00033,firstname lastname lrODIs Fielders33,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,t001,Spain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,17,71.77,2024,February,ODIs,Fielders
lrODIsFielders2023_134,134,p00034,firstname lastname lrODIs Fielders34,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,t002,Belize,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,16,71.06,2024,February,ODIs,Fielders
lrODIsFielders2023_135,135,p00035,firstname lastname lrODIs Fielders35,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,t003,Mexico,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,31,70.34,2024,February,ODIs,Fielders
lrODIsFielders2023_136,136,p00036,firstname lastname lrODIs Fielders36,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,t004,Costa Rica,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,33,69.64,2024,February,ODIs,Fielders
lrODIsFielders2023_137,137,p00037,firstname lastname lrODIs Fielders37,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,t005,Panama,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,40,68.94,2024,February,ODIs,Fielders
lrODIsFielders2023_138,138,p00038,firstname lastname lrODIs Fielders38,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,t006,Belgium,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,17,68.26,2024,February,ODIs,Fielders
lrODIsFielders2023_139,139,p00039,firstname lastname lrODIs Fielders39,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,t007,Germany,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,36,67.57,2024,February,ODIs,Fielders
lrODIsFielders2023_140,140,p00040,firstname lastname lrODIs Fielders40,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,t008,Nigeria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,30,66.9,2024,February,ODIs,Fielders
lrODIsFielders2023_141,141,p00041,firstname lastname lrODIs Fielders41,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,t001,Botswana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,37,66.23,2024,February,ODIs,Fielders
lrODIsFielders2023_142,142,p00042,firstname lastname lrODIs Fielders42,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,t002,Ghana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,37,65.57,2024,February,ODIs,Fielders
lrODIsFielders2023_143,143,p00043,firstname lastname lrODIs Fielders43,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,t003,Uganda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,43,64.91,2024,February,ODIs,Fielders
lrODIsFielders2023_144,144,p00044,firstname lastname lrODIs Fielders44,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,t004,Italy,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,33,64.26,2024,February,ODIs,Fielders
lrODIsFielders2023_145,145,p00045,firstname lastname lrODIs Fielders45,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,t005,Guernsey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,18,63.62,2024,February,ODIs,Fielders
lrODIsFielders2023_146,146,p00046,firstname lastname lrODIs Fielders46,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,t006,Jersey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,24,62.98,2024,February,ODIs,Fielders
lrODIsFielders2023_147,147,p00047,firstname lastname lrODIs Fielders47,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,t007,Norway,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,26,62.35,2024,February,ODIs,Fielders
lrODIsFielders2023_148,148,p00048,firstname lastname lrODIs Fielders48,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,t008,Denmark,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,22,61.73,2024,February,ODIs,Fielders
lrODIsFielders2023_149,149,p00049,firstname lastname lrODIs Fielders49,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,t001,Malaysia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,30,61.11,2024,February,ODIs,Fielders
lrODIsFielders2023_150,150,p00050,firstname lastname lrODIs Fielders50,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,t002,Thailand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,15,60.5,2024,February,ODIs,Fielders
lrODIsFielders2023_151,151,p00051,firstname lastname lrODIs Fielders51,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,t003,Samoa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,22,59.9,2024,February,ODIs,Fielders
lrODIsFielders2023_152,152,p00052,firstname lastname lrODIs Fielders52,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,t004,Finland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,24,59.3,2024,February,ODIs,Fielders
lrODIsFielders2023_153,153,p00053,firstname lastname lrODIs Fielders53,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,t005,Singapore,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,20,58.7,2024,February,ODIs,Fielders
lrODIsFielders2023_154,154,p00054,firstname lastname lrODIs Fielders54,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,t006,Cayman Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,48,58.12,2024,February,ODIs,Fielders
